canonical_relative_path,size_bytes,sha256,category,batch,status,description,recommended_git_tracking,canonical_source_kind,canonical_source_container,canonical_source_member_or_path,occurrence_count,duplicate_alias_count
batches/B104I_20260830T114918Z/B104I_EVIDENCE_VS_LITERATURE_REGISTER_20260830T114918Z.csv,6926,0c4726ceb550e36b2a4ed54f627549d26a4476162249e31939bef1406ccaf716,analysis_result_or_derived_data,,current_core,"Claim-by-claim register comparing file-derived evidence with OhmNet, GraphSAGE, and related literature.",normal_git,direct_current,B104I_EVIDENCE_VS_LITERATURE_REGISTER_20260830T114918Z.csv,batches/B104I_20260830T114918Z/B104I_EVIDENCE_VS_LITERATURE_REGISTER_20260830T114918Z.csv,2,1
upload_protocol/source_map_template.csv,636,0c61d24b52f626bb16f0b1c9730dcd898f329fc98f686c5e237dfd9776d03c47,analysis_result_or_derived_data,,historical_or_supporting,analysis result or compact derived dataset: source_map_template.csv.,normal_git,direct_current,source_map_template.csv,upload_protocol/source_map_template.csv,2,1
bundle_only/B104F_full_label_class_validation_bundle_20260829T140333Z/B104F_20260829T140333Z/scripts/__pycache__/audit_uploaded_dhimmel_files.cpython-313.pyc,5239,0d9a6afa26642619a07fa627e2aea05fd8542f92a9d7c8aa342a32e56a6766d3,script,,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104F_full_label_class_validation_bundle_20260829T140333Z.zip,B104F_20260829T140333Z/scripts/__pycache__/audit_uploaded_dhimmel_files.cpython-313.pyc,1,0
batches/B000/B000_enriched_inventory_20260827T150123Z.csv,10253,0dc5055d1110bcda8939e9058fa3f78f747cf4f611574c35e9db1f1d7d1173fe,analysis_result_or_derived_data,B000,historical_foundation,File inventory or enriched local-holdings inventory.,normal_git,direct_current,B000_enriched_inventory_20260827T150123Z.csv,batches/B000/B000_enriched_inventory_20260827T150123Z.csv,1,0
bundle_only/ppi_reproduction_corrected_bundle/ppi_repro_corrected/scripts/build_corrected_report.py,38420,0e44186350ede09e57c1c327c6988dfaed69a35beea9c4b36c5bab9eb9af4171,script,,historical_or_supporting,Narrative scientific and provenance report for the associated analysis batch.,normal_git,zip_member,ppi_reproduction_corrected_bundle.zip,ppi_repro_corrected/scripts/build_corrected_report.py,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/analysis/B104C_msigdb_direct_best_per_label_20260828T194921Z.csv,68880,0e5946325fbcf3ed47e1c4cf6715aec1b4c8b76108414a6b2fc93d1c678c57c6,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104C_msigdb_direct_best_per_label_20260828T194921Z.csv.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/analysis/B104C_msigdb_direct_best_per_label_20260828T194921Z.csv,1,0
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/run.stderr,174,0ebf01e8ce57c6473d4dfebf4038888b6d7c274a334280a9a3aff70e479d501b,other_artifact,B102,historical_foundation,B102 assistant-generated investigation artifact: run.stderr.,normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/run.stderr,1,0
results/bundle_sha256.txt,114,0ee0a69550a2b548db778d207197c3f9edac814abad4195a0a72fb2ce6a9fa68,validation_or_checksum,,historical_or_supporting,assistant-generated investigation artifact: bundle_sha256.txt.,normal_git,direct_current,bundle_sha256.txt,results/bundle_sha256.txt,1,0
bundle_only/B104F_full_label_class_validation_bundle_20260829T140333Z/B104F_20260829T140333Z/B104F_DELIVERY_VALIDATION_20260829T140333Z.json,1836,0f73ff8e1d4ff7e2a7bf8278d1fea256827606a95841da4f98629cf777c57693,validation_or_checksum,,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104F_full_label_class_validation_bundle_20260829T140333Z.zip,B104F_20260829T140333Z/B104F_DELIVERY_VALIDATION_20260829T140333Z.json,1,0
archive/initial_incomplete/results/REQUESTED_ADDITIONAL_INPUTS.md,562,0f7bd11938ef5a5837a457c026ae12d59aa7b43063d4fad741074318ce05b64f,documentation,,superseded_initial_delivery,Prioritized list of additional historical inputs requested during the investigation.,normal_git,direct_initial,REQUESTED_ADDITIONAL_INPUTS.md,results/REQUESTED_ADDITIONAL_INPUTS.md,2,1
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/retained_inputs/goa_date_screen_results/goa_release_158_screen.json,35975,10c7c77191d095a22669bfc446ac454a8f07b8a5fc363a3edaad02d1b51f41e6,retained_normalized_input,B104E,supporting_analysis,B104E compact normalized retained input used for later reproducibility: goa_release_158_screen.json.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/retained_inputs/goa_date_screen_results/goa_release_158_screen.json,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/analysis/B104C_msigdb_v5.0_normalization_reconciliation_20260828T194921Z.json,410,10f72ba0df275fb0a84bc3e473fc70b40b211f9cff93c48329622eace8f2fbfb,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104C_msigdb_v5.0_normalization_reconciliation_20260828T194921Z.json.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/analysis/B104C_msigdb_v5.0_normalization_reconciliation_20260828T194921Z.json,1,0
results/source_ledger_through_B102_20260827T163101Z.csv,218538,1203353c5295d4ee7abf23188bb1954a3fc46822bd867b7e1dca0c9d45f3d480,provenance_manifest,,historical_foundation,Append-only source and artifact provenance ledger.,normal_git,direct_current,source_ledger_through_B102_20260827T163101Z.csv,results/source_ledger_through_B102_20260827T163101Z.csv,1,0
results/provenance_events_through_B104F_FINAL_20260829T140333Z.csv,35941,1203f098fe94c415377fc753ddca05d37dc5a6c036efecc7ada43b1ca1f12e9c,provenance_manifest,,supporting_analysis,"Append-only provenance-event history, including receipt, validation, and deletion states.",normal_git,direct_current,provenance_events_through_B104F_FINAL_20260829T140333Z.csv,results/provenance_events_through_B104F_FINAL_20260829T140333Z.csv,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/B104C_INPUT_RECEIPT_20260828T200948Z.md,700,127449d0c004aa9b568f6846f89fd4f8a6c1887f834ce5c5ea34f01d537d75c4,batch_administration,,supporting_analysis,assistant-generated investigation artifact: B104C_INPUT_RECEIPT_20260828T200948Z.md.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/B104C_INPUT_RECEIPT_20260828T200948Z.md,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/goa_release_158_screen.json,34588,1295c037edfbaa099ea7ff6213477df0df0e2b62de05886b03c72187b2ea799c,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: goa_release_158_screen.json.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/goa_release_158_screen.json,1,0
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/superseded_attempt_logs/20260827T162041Z/run.stderr,61,131002f52a4adf0701caf18056f9fa1667e391784b5d192002640cc95b288947,other_artifact,B102,historical_foundation,B102 assistant-generated investigation artifact: run.stderr.,normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/superseded_attempt_logs/20260827T162041Z/run.stderr,1,0
bundle_only/ppi_reproduction_analysis_bundle/scripts/extract_git_gene2go_history.py,2162,131bda1bb8bad6644c63f14c80d10091d3644c5335a5340dca22bd1036e66dff,script,,historical_or_supporting,"analysis, download, validation, or packaging script: extract_git_gene2go_history.py.",normal_git,zip_member,ppi_reproduction_analysis_bundle.zip,scripts/extract_git_gene2go_history.py,1,0
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/retained_inputs/prior_compact_inputs/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,5123439,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,retained_normalized_input,B104G,current_core,Row-preserving normalized derivative of GOA human GAF release 159.,git_lfs_recommended,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/retained_inputs/prior_compact_inputs/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,5,4
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/logs/analyze_feature_rule_identifiability.stdout,455,13290169800a630f247d92b6dedad9de0be4a777bcd61872bd450eb917eb53d9,other_artifact,B104E,supporting_analysis,B104E assistant-generated investigation artifact: analyze_feature_rule_identifiability.stdout.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/logs/analyze_feature_rule_identifiability.stdout,2,1
batches/B102_final2/B102_gp2protein_mapping_summary_20260827T162132Z.json,22558,13398c65e2b5852512b18d34a235a1d05f83dfafe3dd057bb43d818897ea985e,analysis_result_or_derived_data,,historical_foundation,Summary statistics and edge cases for the historical gp2protein GeneID mapping.,normal_git,direct_current,B102_gp2protein_mapping_summary_20260827T162132Z.json,batches/B102_final2/B102_gp2protein_mapping_summary_20260827T162132Z.json,2,1
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/logs/uniprot_audit_self_test.stdout,574,136363a3cceebbcaca93d0c0e45c22fc6114865a5ca7f644ce99a383a09d2702,other_artifact,,supporting_analysis,assistant-generated investigation artifact: uniprot_audit_self_test.stdout.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/logs/uniprot_audit_self_test.stdout,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/analysis/B104E_uploaded_audit_archives_validation_20260829T121535Z.json,14936,13bf3afc7a610d639f1ad81cc92897e9f0a08977afc587daa67b2a91c37efac1,validation_or_checksum,B104E,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/analysis/B104E_uploaded_audit_archives_validation_20260829T121535Z.json,1,0
bundle_only/B104_release158_analysis_bundle_20260828T032801Z/B104/derived/B104_goa_human_gpad158_normalized_20260828T030759Z.tsv.gz,3651357,13dc02a91658b02c7840bd9a774ea225c3b7f16b13bf6a05d8d09a4688a8bbc6,retained_normalized_input,B104,historical_or_supporting,Row-preserving normalized derivative of GOA human GPAD release 158.,git_lfs_recommended,zip_member,B104_release158_analysis_bundle_20260828T032801Z.zip,B104/derived/B104_goa_human_gpad158_normalized_20260828T030759Z.tsv.gz,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/retained_inputs/uniprot_2016_mapping_audit/2016_05/O95073_Q9Y620_2016_05.tsv,739,144b8831d8cab943157d6123b4f121ef400882997ccf6a22db95deac388f5f0e,retained_normalized_input,B104E,supporting_analysis,B104E compact normalized retained input used for later reproducibility: O95073_Q9Y620_2016_05.tsv.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/retained_inputs/uniprot_2016_mapping_audit/2016_05/O95073_Q9Y620_2016_05.tsv,1,0
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/B104A/logs/render_B104A_manifests.stdout,275,14abe00e1da5ce48872a1a814b82803e65fce771e601863d31e0e42fd299cc2a,other_artifact,B104A,supporting_analysis,B104A assistant-generated investigation artifact: render_B104A_manifests.stdout.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,B104A/logs/render_B104A_manifests.stdout,1,0
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/B102_DELIVERY_INDEX_20260827T163101Z.md,1106,14e0542b0bed03422b549e77e8265a5f568fef9ad1c5bfaab44e7b64bf554412,documentation,B102,historical_foundation,B102 assistant-generated investigation artifact: B102_DELIVERY_INDEX_20260827T163101Z.md.,normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/B102_DELIVERY_INDEX_20260827T163101Z.md,1,0
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/manifests/source_ledger_through_B104G_PREBUNDLE_20260829T151452Z.csv,523613,1514da5444c21f7f831c1873a72c4f55e1e64eadf11cee4904d108eeeeae2895,provenance_manifest,,current_core,Append-only source and artifact provenance ledger.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,manifests/source_ledger_through_B104G_PREBUNDLE_20260829T151452Z.csv,1,0
batches/B104C_20260828T194921Z/analysis/B104C_inferred_unique_121_GO_column_order_20260828T194921Z.csv,16916,155d61ed60b4ad20a7d2dc4ad703d9f62a1d68b0fa360ea995643e0ef17ce89c,analysis_result_or_derived_data,,supporting_analysis,Strongly supported provisional disambiguation/order for the 121 GO label columns.,normal_git,direct_current,B104C_inferred_unique_121_GO_column_order_20260828T194921Z.csv,batches/B104C_20260828T194921Z/analysis/B104C_inferred_unique_121_GO_column_order_20260828T194921Z.csv,4,3
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/analysis/B104G_mapping_components_touching_full_graph_gene_universe.csv,2554,15a972b7a5a761e4f3e4a60025326b9247619fa3924de4ea085075444531c507,analysis_result_or_derived_data,B104G,current_core,Bipartite identifier-mapping components and ambiguity-resolution evidence.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/analysis/B104G_mapping_components_touching_full_graph_gene_universe.csv,1,0
bundle_only/ppi_reproduction_analysis_bundle/scripts/repo_history_search.py,2411,15abf51fc89a5fa7eea5a9e3b4934d1d0936032888162cd6bde20e95ac08effc,script,,historical_or_supporting,"analysis, download, validation, or packaging script: repo_history_search.py.",normal_git,zip_member,ppi_reproduction_analysis_bundle.zip,scripts/repo_history_search.py,1,0
bundle_only/ppi_reproduction_corrected_bundle/ppi_repro_corrected/results/source_ledger.json,79389,15b8c5c589ac090ff5cb9567d7cb4ad09ea546a678a4464e5c7b16809f0664ea,provenance_manifest,,historical_or_supporting,Append-only source and artifact provenance ledger.,normal_git,zip_member,ppi_reproduction_corrected_bundle.zip,ppi_repro_corrected/results/source_ledger.json,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/B104D_outer_pair_column_order_model_grid.csv.gz,2777,1656365f9b452aed211a9f58f05af565c36c3fb699f812cce172a6e7f39f4864,analysis_result_or_derived_data,,supporting_analysis,Comparison or summary of candidate legacy-Python GO column-order models.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/B104D_outer_pair_column_order_model_grid.csv.gz,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/retained_inputs/goa_date_screen_results/goa_release_163_screen.json,36438,16b0336a4a0c35a565e99a0d33a7d6ef8a80cce41d9b2e9969a58a336a2b237a,retained_normalized_input,B104E,supporting_analysis,B104E compact normalized retained input used for later reproducibility: goa_release_163_screen.json.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/retained_inputs/goa_date_screen_results/goa_release_163_screen.json,1,0
