record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes,batch_id,user_local_relative_path,user_local_status,user_local_size_bytes,user_local_sha256,user_local_mtime_utc,inventory_file,inventory_sha256,deletion_state,event_recorded_at_utc,supersedes_prior_record_type,hash_authority,runtime_verification_status,planned_batch,retained_derivative_paths,parser_script_sha256,raw_to_derived_reconciliation,user_deletion_confirmed_at_utc
actual_input,dgl_ppi.zip,/mnt/data/dgl_ppi.zip,present,user_upload,downstream DGL dataset to reproduce,run_core_verification.py,https://data.dgl.ai/dataset/ppi.zip,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,7088822,1f5b2b09ac0f897fa6aa1338c64ab75a5473674cbba89380120bede8cddb2a6a,,Direct URL used by the DGL dataset loader; supplied archive was hash-checked locally.,,,,,,,,,,,,,,,,,,
actual_input,graphsage_ppi.zip,/mnt/data/graphsage_ppi.zip,present,user_upload,primary dataset under investigation,run_core_verification.py,https://snap.stanford.edu/graphsage/ppi.zip,https://snap.stanford.edu/graphsage/,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,27029260,53aeb76e54fd41b645e7edb48b62929240b89839495396b048086fd212503fbd,,Official GraphSAGE project page links this preprocessed PPI archive.,,,,,,,,,,,,,,,,,,
actual_input,historical_go_mapping_inventory.md,/mnt/data/historical_go_mapping_inventory.md,present,user_upload,prior source-discovery inventory,historical source discovery only,,,derived_local_artifact,supplied_by_user; not downloaded by corrected run,,55969,ad10c6ed2919409a3dda0f2e89f4a5f7709cb739f9e3129297b1fa9f497f4b0c,,Generated in an earlier turn; individual underlying URLs are represented below.,,,,,,,,,,,,,,,,,,
actual_input,investigation_summary_2026_08_23.md,/mnt/data/investigation_summary_2026_08_23.md,present,user_upload,prior hypotheses to independently test,hypothesis list only; never used as mapping input,,,no_external_url_supplied,supplied_by_user; not downloaded by corrected run,,13819,fe23f5d35c1c3a21bba13c2241e0c8c783c31a0a31026c8e5f1c0d7a8c320d16,,No external URL was supplied.,,,,,,,,,,,,,,,,,,
actual_input,msigdb_v5.1_files_to_download_locally.zip,/mnt/data/msigdb_v5.1_files_to_download_locally.zip,present,user_upload,historical MSigDB comparison,run_local_label_source_screen.py,https://www.gsea-msigdb.org/gsea/downloads.jsp,https://www.gsea-msigdb.org/gsea/downloads.jsp,official_source_page; authenticated direct URL unavailable,supplied_by_user; not downloaded by corrected run,,69702250,5a8b3f10ea92f8e71eaaa0705ab9d3a5229d838864eec9699544b75884bc9e29,,MSigDB direct archive links require an authenticated account; the official download page is recorded instead.,,,,,,,,,,,,,,,,,,
actual_input,msigdb_v5.2_chip_files_to_download_locally.zip,/mnt/data/msigdb_v5.2_chip_files_to_download_locally.zip,present,user_upload,historical chip mappings; retained for later GO work,not used in current numeric checks,https://www.gsea-msigdb.org/gsea/downloads.jsp,https://www.gsea-msigdb.org/gsea/downloads.jsp,official_source_page; authenticated direct URL unavailable,supplied_by_user; not downloaded by corrected run,,67891640,252befc853b5e01cfe99439ec50a7ab8de747cd0abe6224a93077f2d9b0b20fc,,MSigDB authenticated download.,,,,,,,,,,,,,,,,,,
actual_input,msigdb_v5.2_files_to_download_locally.zip,/mnt/data/msigdb_v5.2_files_to_download_locally.zip,present,user_upload,feature recovery and historical label comparison,run_core_verification.py; run_local_label_source_screen.py,https://www.gsea-msigdb.org/gsea/downloads.jsp,https://www.gsea-msigdb.org/gsea/downloads.jsp,official_source_page; authenticated direct URL unavailable,supplied_by_user; not downloaded by corrected run,,92768160,a618c1c60b11570036034e6357e73e80ee43065ec7a57c1dbd238f205405fbdb,,MSigDB direct archive links require an authenticated account; archive version and hash identify the supplied bytes.,,,,,,,,,,,,,,,,,,
actual_input,msigdb_v6.0_files_to_download_locally.zip,/mnt/data/msigdb_v6.0_files_to_download_locally.zip,present,user_upload,later MSigDB comparison,run_local_label_source_screen.py,https://www.gsea-msigdb.org/gsea/downloads.jsp,https://www.gsea-msigdb.org/gsea/downloads.jsp,official_source_page; authenticated direct URL unavailable,supplied_by_user; not downloaded by corrected run,,72144318,39fa82c4cedc9183c532afb1c1431683536b5945e50fb8be4f5bcce3ac136edf,,MSigDB authenticated download.,,,,,,,,,,,,,,,,,,
web_reference,DGL PR 395,,web_reference_only,web_research,historical introduction of PPI dataset loader,documentary verification,https://github.com/dmlc/dgl/pull/395,https://github.com/dmlc/dgl/pull/395,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528349+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,DGL current PPI loader source,,web_reference_only,web_research,downstream loader behavior,documentary verification,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528345+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,EBI GOA old/HUMAN index,,web_reference_only,web_research,historical GOA archive index,documentary verification,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528352+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,GraphSAGE paper,,web_reference_only,web_research,manuscript,documentary verification,https://arxiv.org/abs/1706.02216,https://arxiv.org/abs/1706.02216,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528330+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,GraphSAGE project page,,web_reference_only,web_research,official dataset provenance,documentary verification,https://snap.stanford.edu/graphsage/,https://snap.stanford.edu/graphsage/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528195+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,GraphSAGE repository,,web_reference_only,web_research,input format and code provenance,documentary verification,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528302+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,OhmNet project page,,web_reference_only,web_research,official data provenance,documentary verification,https://snap.stanford.edu/ohmnet/,https://snap.stanford.edu/ohmnet/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528336+00:00,,,,,,,,,,,,,,,,,,,,,,
web_reference,OhmNet repository,,web_reference_only,web_research,algorithm code provenance,documentary verification,https://github.com/mims-harvard/ohmnet,https://github.com/mims-harvard/ohmnet,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528341+00:00,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,2016-06-01-go-basic.obo,,not_materialized,web_research_or_prior_inventory,historical GO ontology restricted to safe relations,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/ontology/go-basic.obo,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,2016-06-01-go.obo,,not_materialized,web_research_or_prior_inventory,historical GO ontology,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,2016-06-01-gp2protein.geneid.gz,,not_materialized,web_research_or_prior_inventory,Entrez GeneID to UniProt mapping candidate,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,NCBI current gene2accession.gz,,not_materialized,web_research_or_prior_inventory,current rolling GeneID-to-accession mapping,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2accession.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,NCBI current gene2go.gz,,not_materialized,web_research_or_prior_inventory,current rolling reference; not a historical substitute,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2go.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,NCBI current gene2refseq.gz,,not_materialized,web_research_or_prior_inventory,current rolling GeneID-to-RefSeq mapping,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2refseq.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,NCBI current gene_refseq_uniprotkb_collab.gz,,not_materialized,web_research_or_prior_inventory,current RefSeq-to-UniProt collaboration map,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene_refseq_uniprotkb_collab.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gene_association.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gene_association.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gene_association.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gaf.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gaf.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gaf.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpa.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpa.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpa.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpi.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpi.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,goa_human.gpi.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_association.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_association.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_association.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_information.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_information.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,gp_information.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,idmapping.dat.2015_03.gz,,not_materialized,web_research_or_prior_inventory,historical UniProt long-form identifier mapping,planned GO source grid; not used in current numeric results,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/idmapping.dat.2015_03.gz,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,idmapping_selected.tab.2015_03.gz,,not_materialized,web_research_or_prior_inventory,historical UniProt-wide mapping with GeneID and GO fields,planned GO source grid; not used in current numeric results,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/idmapping_selected.tab.2015_03.gz,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/,exact_candidate_url_recorded,not materialized in runtime,,,,,,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,org.Hs.eg.db_3.1.2.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.1/data/annotation/src/contrib/org.Hs.eg.db_3.1.2.tar.gz,https://bioconductor.org/packages/3.1/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2015-03-17; GO 2015-03-14,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,org.Hs.eg.db_3.2.3.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.2/data/annotation/src/contrib/org.Hs.eg.db_3.2.3.tar.gz,https://bioconductor.org/packages/3.2/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2015-09-27; GO 2015-09-19,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,org.Hs.eg.db_3.3.0.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.3/data/annotation/src/contrib/org.Hs.eg.db_3.3.0.tar.gz,https://bioconductor.org/packages/3.3/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2016-03-14; GO 2016-03-05,,,,,,,,,,,,,,,,,,
historical_candidate_not_materialized,org.Hs.eg.db_3.4.0.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.4/data/annotation/src/contrib/org.Hs.eg.db_3.4.0.tar.gz,https://bioconductor.org/packages/3.4/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2016-09-26; GO 2016-09-21,,,,,,,,,,,,,,,,,,
analysis_script,build_corrected_report.py,/mnt/data/ppi_repro_corrected/scripts/build_corrected_report.py,present,generated locally,"Generate corrected reports, manifests, and status artifacts",reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:10:08.938506+00:00,38420,0e44186350ede09e57c1c327c6988dfaed69a35beea9c4b36c5bab9eb9af4171,authored for corrected run,,,,,,,,,,,,,,,,,,,
analysis_script,build_full_source_ledger.py,/mnt/data/ppi_repro_corrected/scripts/build_full_source_ledger.py,present,generated locally,"Generate comprehensive source, script, and output ledger",reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:07:46.699187+00:00,5940,a5b01e25269f8104d4fb6b2659f33c48b5769174ddae5e43efcf31118c8f921a,authored for corrected run,,,,,,,,,,,,,,,,,,,
analysis_script,build_source_manifest.py,/mnt/data/ppi_repro_corrected/scripts/build_source_manifest.py,present,generated locally,Initial input/web/historical candidate source enumeration,reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:57:08.880029+00:00,21463,eb35f9cd3be67bb1759956e914b72c1ba35d3b183794daa4572d64e0f17af33f,authored for corrected run,,,,,,,,,,,,,,,,,,,
analysis_script,download_or_verify_sources.py,/mnt/data/ppi_repro_corrected/scripts/download_or_verify_sources.py,present,generated locally,Download public direct files and verify recorded SHA-256 values,reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:08:58.652158+00:00,5896,a8711ce70760ce5a60e1dbdbd545334723473fb2ff3305d1b0fdaa358442fb6e,authored for corrected run,,,,,,,,,,,,,,,,,,,
analysis_script,refresh_run_status.py,/mnt/data/ppi_repro_corrected/scripts/refresh_run_status.py,present,generated locally,Analysis script,reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:07:46.702149+00:00,4803,2404e525d25223f4a46b0c398fa2693f6962e5f1d8c023c3723cae7df18cb636,authored for corrected run,,,,,,,,,,,,,,,,,,,
analysis_script,run_core_verification.py,/mnt/data/ppi_repro_corrected/scripts/run_core_verification.py,present,generated locally,"Core graph, mapping, feature, DGL, and leakage verification",reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:48:29.031265+00:00,34961,660e584c4f16886c4f2fb33744415c0ef4d308c965dc35de89df3e88bb15728a,authored for corrected run,,,,,,,,,,,,,,,,,,,
